hidden_layers,hidden_units,accuracy,average_loss,loss,activation_fn
"20","[100, 95, 90, 85, 80, 75, 70, 65, 60, 55, 50, 45, 40, 35, 30, 25, 20, 15, 10, 5]","0.17851504683494568","1.5905709266662598","1603.6201171875","sigmoid"
"34","[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67, 70, 73, 76, 79, 82, 85, 88, 91, 94, 97, 100]","0.17851504683494568","1.622300386428833","1635.60986328125","sigmoid"
"34","[100, 97, 94, 91, 88, 85, 82, 79, 76, 73, 70, 67, 64, 61, 58, 55, 52, 49, 46, 43, 40, 37, 34, 31, 28, 25, 22, 19, 16, 13, 10, 7, 4, 1]","0.17851504683494568","1.553324818611145","1566.068359375","sigmoid"
"1","[10]","0.9860531687736511","0.1959972083568573","197.60519409179688","softmax"
"5","[10, 10, 10, 10, 10]","0.5387433767318726","0.8787418603897095","885.9511108398438","softmax"
"10","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","0.17851504683494568","1.5516843795776367","1564.41455078125","softmax"
"20","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","0.17851504683494568","1.5517927408218384","1564.5238037109375","softmax"
"30","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","0.17851504683494568","1.5518649816513062","1564.5966796875","softmax"
"1","[20]","0.5414962768554688","0.8290475010871887","835.84912109375","softmax"
"2","[20, 20]","0.9830978512763977","0.1231471449136734","124.15745544433594","softmax"
"5","[20, 20, 20, 20, 20]","0.554977536201477","0.8253308534622192","832.1019897460938","softmax"
"10","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.17851504683494568","1.55091392993927","1563.6376953125","softmax"
"20","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.17851504683494568","1.5533467531204224","1566.090576171875","softmax"
"30","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.17851504683494568","1.550641417503357","1563.363037109375","softmax"
"1","[50]","0.9847779273986816","0.12247634679079056","123.48115539550781","softmax"
"2","[50, 50]","0.986781895160675","0.11442404240369797","115.36278533935547","softmax"
"5","[50, 50, 50, 50, 50]","0.17851504683494568","1.5507392883300781","1563.4617919921875","softmax"
"10","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.17851504683494568","1.5506033897399902","1563.3245849609375","softmax"
"20","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.17851504683494568","1.554476261138916","1567.229248046875","softmax"
"30","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.17851504683494568","1.5510241985321045","1563.7489013671875","softmax"
"1","[100]","0.9041131734848022","0.4376026690006256","441.19281005859375","softmax"
"1","[100]","0.5603417158126831","0.7826377749443054","789.05859375","softmax"
"2","[100, 100]","0.9868021607398987","0.21647678315639496","218.25277709960938","softmax"
"5","[100, 100, 100, 100, 100]","0.17851504683494568","1.5496983528137207","1562.412109375","softmax"
"10","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","0.17851504683494568","1.5500746965408325","1562.7916259765625","softmax"
"20","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","0.17851504683494568","1.5498720407485962","1562.58740234375","softmax"
"30","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","0.17851504683494568","1.5529181957244873","1565.658447265625","softmax"
"5","[20, 40, 60, 80, 100]","0.5589044690132141","0.8686989545822144","875.8258056640625","softmax"
"5","[100, 80, 60, 40, 20]","0.17851504683494568","1.5510998964309692","1563.8251953125","softmax"
"10","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","0.17851504683494568","1.5537264347076416","1566.473388671875","softmax"
"10","[100, 90, 80, 70, 60, 50, 40, 30, 20, 10]","0.17851504683494568","1.551430106163025","1564.158203125","softmax"
"20","[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","0.17851504683494568","1.54976487159729","1562.479248046875","softmax"
"20","[100, 95, 90, 85, 80, 75, 70, 65, 60, 55, 50, 45, 40, 35, 30, 25, 20, 15, 10, 5]","0.17851504683494568","1.5522087812423706","1564.9432373046875","softmax"
"34","[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67, 70, 73, 76, 79, 82, 85, 88, 91, 94, 97, 100]","0.17851504683494568","1.5526518821716309","1565.3900146484375","softmax"
"34","[100, 97, 94, 91, 88, 85, 82, 79, 76, 73, 70, 67, 64, 61, 58, 55, 52, 49, 46, 43, 40, 37, 34, 31, 28, 25, 22, 19, 16, 13, 10, 7, 4, 1]","0.17851504683494568","1.555107831954956","1567.8660888671875","softmax"
"1","[10]","0.9476944208145142","0.14023394882678986","141.38442993164062","tanh"
"2","[10, 10]","0.9767215847969055","0.11586231738328934","116.81285858154297","tanh"
"5","[10, 10, 10, 10, 10]","0.9812153577804565","0.09304145723581314","93.80477905273438","tanh"
"10","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","0.9647989869117737","0.2339347004890442","235.85391235351562","tanh"
"20","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","0.532974362373352","0.9624775052070618","970.3737182617188","tanh"
"30","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","0.6063115000724792","0.7372806072235107","743.329345703125","tanh"
"1","[20]","0.9897170066833496","0.07574226707220078","76.36366271972656","tanh"
"2","[20, 20]","0.9718027710914612","0.14018498361110687","141.33506774902344","tanh"
"5","[20, 20, 20, 20, 20]","0.9680175185203552","0.18456818163394928","186.0823974609375","tanh"
"10","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.966377854347229","0.14655275642871857","147.7550811767578","tanh"
"20","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.17851504683494568","1.6498914957046509","1663.42724609375","tanh"
"20","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.17851504683494568","1.6371604204177856","1650.591796875","tanh"
"30","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","0.17851504683494568","1.5868240594863892","1599.842529296875","tanh"
"1","[50]","0.9916197657585144","0.0639318972826004","64.45640563964844","tanh"
"2","[50, 50]","0.9914780855178833","0.05036648362874985","50.779693603515625","tanh"
"5","[50, 50, 50, 50, 50]","0.9838467836380005","0.07327243685722351","73.87357330322266","tanh"
"10","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.9038095474243164","0.9054796695709229","912.9083251953125","tanh"
"20","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.17851504683494568","1.659820795059204","1673.4381103515625","tanh"
"20","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.17851504683494568","1.5877537727355957","1600.77978515625","tanh"
"30","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]","0.17851504683494568","1.6565898656845093","1670.1806640625","tanh"
"1","[100]","0.9917007684707642","0.10140204429626465","102.23395538330078","tanh"
"2","[100, 100]","0.9425933957099915","0.14945881068706512","150.6849822998047","tanh"
"5","[100, 100, 100, 100, 100]","0.975891649723053","0.10046976059675217","101.29402160644531","tanh"
"5","[100, 100, 100, 100, 100]","0.968685507774353","0.1664598286151886","167.82546997070312","tanh"
"10","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","0.17851504683494568","1.6365244388580322","1649.9505615234375","tanh"
"20","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","0.17851504683494568","1.6366016864776611","1650.028564453125","tanh"
"30","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","0.17851504683494568","1.6365387439727783","1649.965087890625","tanh"
"5","[20, 40, 60, 80, 100]","0.9853649735450745","0.08186303824186325","82.53465270996094","tanh"
"5","[100, 80, 60, 40, 20]","0.9794947504997253","0.07798405736684799","78.62384033203125","tanh"
"10","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","0.7286952137947083","0.7892688512802124","795.7440795898438","tanh"
"10","[100, 90, 80, 70, 60, 50, 40, 30, 20, 10]","0.17851504683494568","1.5965579748153687","1609.65625","tanh"
"20","[5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","0.17851504683494568","1.6378635168075562","1651.3006591796875","tanh"
"20","[100, 95, 90, 85, 80, 75, 70, 65, 60, 55, 50, 45, 40, 35, 30, 25, 20, 15, 10, 5]","0.17851504683494568","1.626956820487976","1640.3045654296875","tanh"
"34","[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61, 64, 67, 70, 73, 76, 79, 82, 85, 88, 91, 94, 97, 100]","0.5565361976623535","1.4374785423278809","1449.271728515625","tanh"
"34","[100, 97, 94, 91, 88, 85, 82, 79, 76, 73, 70, 67, 64, 61, 58, 55, 52, 49, 46, 43, 40, 37, 34, 31, 28, 25, 22, 19, 16, 13, 10, 7, 4, 1]","0.17851504683494568","1.5537645816802979","1566.5118408203125","tanh"
